expAB_z;i;q_r;modelFlux_r;expAB_i;expRad_u;q_g;psfMag_z;dec;psfMag_r;type
0.2123633;19.94264;0.1159915;6.570561;0.3466597;6.637712;0.09908188;20.06248;0.539145515860659;20.7333;galaxy
0.07696661;22.16385;0.05518957;1.797893;0.05;12.98606;1.160931;23.13748;1.09817869684175;22.23735;galaxy
0.3009134;20.52114;0.01240379;3.15754;0.4019326;3.076858;0.217252;20.79032;0.120062047956658;21.83855;galaxy
0.05;22.02184;0.1316664;1.452046;0.05;0.001134979;0.3704897;22.02777;-0.254345533594305;22.28177;galaxy
0.05;21.07014;-0.2016964;2.940938;0.481999;2.737659;0.1442203;21.28395;14.9894501227423;22.19349;galaxy
0.05;21.02918;0.03709835;1.487887;0.1644464;0.002136222;0.2894178;21.09233;-0.251106817522322;22.393;galaxy
0.05;20.6232;-0.0404542;2.305845;0.3085878;0.004515591;0.7699296;20.39088;-7.42349110376653;21.98966;galaxy
0.6123568;18.56966;-0.05477899;26.69878;0.8325914;0.6559781;-0.02145055;18.97905;-0.159604244839958;19.6488;galaxy
0.1780472;21.28273;0.2223415;1.952758;0.6704703;4.490466;-0.3379228;21.15696;-0.0767413727046552;22.6151;galaxy
0.05;21.42636;-0.1479165;1.707906;0.184315;8.212857;-0.3831477;21.54528;0.409483491519535;22.81806;galaxy
0.1738235;21.21959;-0.2108226;1.434789;0.05786505;32.48629;0.2998035;20.84451;0.668471746252189;22.3771;galaxy
0.05;21.20521;0.0624056;1.906856;0.4758888;0.008880571;0.4833182;21.3745;0.274680204249869;22.02319;galaxy
0.05;21.64524;-0.01202007;1.680473;0.4097352;2.248518;0.03172367;22.06457;-0.193346822772421;22.37183;galaxy
0.487599;21.25861;0.1013033;2.635833;0.294566;1.755769;-0.2301757;21.69596;0.710212584705642;22.04193;galaxy
0.3999697;21.03661;-0.1080291;4.254642;0.05156783;3.410795;-0.1170133;21.39032;1.14540297408477;23.09756;galaxy
0.05;20.70216;-0.02262712;3.047801;0.3736162;0.5873047;0.03701827;20.89663;0.667389841575487;22.02629;galaxy
0.999161;20.23755;-1.017239;2.341672;0.6295199;3.412108;-0.2676649;20.1379;1.25633878010106;22.36953;galaxy
0.05;20.85732;-0.04846405;2.789967;0.5616198;1.416549;3.833647e-4;20.88813;15.2303783837992;21.78781;galaxy
0.09600161;22.98757;-0.2324598;0.8529861;0.05;5.82585;-0.0450858;21.8691;0.254370373167145;22.87365;galaxy
0.06341863;21.17006;-0.2082568;1.597044;0.08161508;58.09406;-0.07828697;21.68862;1.23386090553149;22.47117;galaxy
0.4001617;19.7498;-0.02865913;7.702008;0.5579519;3.323776;0.06865316;20.22851;-0.592503505028697;21.0493;galaxy
0.1999543;21.84838;-0.0135696;1.207539;0.1230228;8.211821;-0.09251712;21.04884;-1.05133720752695;22.53584;galaxy
0.2500665;23.37052;0.03517024;0.6751085;0.05;0.5114174;-0.06411143;22.76274;-0.510031852823689;23.03872;galaxy
0.7106518;20.69623;-0.04623314;3.418424;0.4908676;8.213181;0.2995699;20.47772;-1.02975653565168;21.45747;galaxy
0.9653954;18.7835;-0.02442967;22.67517;0.7969044;1.613699;-0.008860373;19.43309;-1.11737594507679;20.01102;galaxy
0.2394623;20.8529;2.104714e-4;2.597292;0.1357668;0.003258857;0.0476996;20.7675;-0.121693845540316;21.76153;galaxy
0.1999529;21.11902;-0.009025455;3.527522;0.6505408;5.011198;0.03335981;21.41483;1.15087730960252;21.74092;galaxy
0.4062621;19.46653;0.1010194;12.51873;0.5756636;1.200025;0.1116112;20.24251;0.630358924441971;20.63345;galaxy
0.05;22.77836;0.1438344;0.9258211;0.07790238;2.244884e-4;0.5058716;22.95085;-0.260749935583443;22.54626;galaxy
0.07135633;22.36187;-0.4030933;1.090518;0.05;0.005296043;-0.162271;21.88809;0.0837216449254494;22.56853;galaxy
0.05;21.86284;0.08545171;0.9082456;0.05;59.32933;2.162154;21.32315;0.242724102836135;22.93372;galaxy
0.05;22.04261;0.1313104;0.9665545;0.05;12.74406;0.5024214;22.30213;-0.516279869314236;22.81771;galaxy
0.1332132;20.71579;-0.2523725;3.504547;0.05;1.003375;-0.2726999;21.47398;-0.818519899164856;21.86447;galaxy
0.05;21.15056;-0.09993083;2.174071;0.2664158;0.02517747;-0.4071716;21.84212;0.720590660199413;22.138;galaxy
0.05;21.7883;-0.3876119;1.21346;0.05;0.009002193;0.2155304;21.87348;0.399594525041856;22.89552;galaxy
0.06465552;22.01152;-0.07205831;0.9010565;0.8994453;0.304528;0.2853614;21.49669;12.1248897736602;22.58259;galaxy
0.05;21.87953;0.2235215;0.869707;0.3064124;0.003496215;0.169972;21.65832;-0.001429432348945;22.69423;galaxy
0.05;20.641;0.01186566;3.327901;0.1391053;0.810685;-0.05287047;20.79303;14.7728939570901;21.53911;galaxy
0.2873904;21.61424;0.336711;1.661485;0.0993363;0.009483223;0.09543625;21.46682;-0.385489045093788;22.23737;galaxy
0.05;22.21299;0.003905367;0.7111486;0.05;0.002655172;0.1365684;21.86068;-0.641795301083381;22.90904;galaxy
0.05;21.18063;-0.03237579;3.171553;0.3135397;1.136811;0.009566479;20.60016;-0.559319546484802;21.32329;galaxy
0.05;21.0003;-0.1604719;1.7112289999999999;0.5781171;1.763311;-0.09866498;21.15161;0.0071646350109946;22.43423;galaxy
0.2000466;20.90698;0.1700424;2.061657;0.3540112;5.295412;0.01899574;20.84129;-0.384376619056854;22.76892;galaxy
0.08899044;20.40529;-0.06828499;2.940902;0.5902938;0.009699528;0.1608269;19.92554;-0.482569247308619;21.4154;galaxy
0.6566333;19.49569;-0.0214293;9.506756;0.5875513;2.197234;0.03844334;19.51426;-0.912912142752183;20.41796;galaxy
0.2450817;20.58241;-0.01345695;4.853113;0.4024475;2.534472;0.1259016;20.64668;12.8362035836975;21.5386;galaxy
0.283509;19.21055;-0.07214218;10.82259;0.8179331;0.02257566;-0.121959;19.18609;-5.75163405620005;20.41523;galaxy
0.8219116;18.46974;-0.06555224;29.62269;0.812656;0.9855988;-0.05242549;19.08621;-0.664047135946506;19.85499;galaxy
0.05;22.12871;0.1445724;1.255216;0.1166531;2.197511;-0.8435904;21.68336;-0.0234920202518355;22.34947;galaxy
0.1499376;20.79807;-0.2443502;3.904684;0.1620605;2.569485;-0.1745788;21.17511;-1.07277947888277;21.9445;galaxy
0.2390217;20.38689;-0.2628488;3.762615;0.05;3.585671;-0.2855273;21.41279;-0.0681685841736619;22.43578;galaxy
0.08206925;20.74084;-0.1431093;3.357912;0.2189429;2.554574;-0.240142;20.65509;-0.212288236675922;21.59634;galaxy
0.3541512;20.37577;0.1685709;3.765256;0.2744964;1.136578;-0.003167047;20.73408;-0.823823196564093;21.75231;galaxy
0.05;21.58418;0.1727345;2.475402;0.05;1.658891;0.05205476;22.7075;-0.265551474741233;21.88135;galaxy
0.6398376;20.11324;0.008369906;4.696169;0.5722346;0.280572;0.01842299;20.29508;-0.248816753801447;21.47902;galaxy
0.07496104;20.8697;0.1393784;2.972628;0.05;1.847093;0.2696905;20.7093;-0.882753383059995;21.52412;galaxy
0.2066983;19.66729;-0.1125764;7.889737;0.6689727;12.7417;0.01725486;20.36413;-0.424695710304836;21.24159;galaxy
0.05763604;21.13365;0.03333906;1.589136;0.05;4.295682;-0.01883355;22.19963;-0.887029422805684;22.63951;galaxy
0.05;20.3867;0.2038803;2.745842;0.9425839;4.3022;-0.07403683;19.84232;-3.6830451003127;21.97123;galaxy
0.2681411;19.89106;0.2961961;6.259403;0.1746169;8.212647;0.2845204;20.44099;0.296264414222671;21.41022;galaxy
0.1912293;20.27085;-0.1224249;6.188763;0.1482726;1.136698;-0.02185736;20.69556;-0.852196094381928;21.40458;galaxy
0.2242806;20.08393;-0.0529989;6.258695;0.7369173;0.7953496;-0.01715597;20.04941;0.703136146188492;20.7944;galaxy
0.05;22.53989;-0.07190781;1.482916;0.07313907;3.580953;-0.03942663;21.80477;1.08816616609761;22.32923;galaxy
0.05;21.64499;-0.02912876;1.918527;0.06458455;23.92824;0.1895617;21.49723;-0.449330235808503;21.90078;galaxy
0.05;20.87981;-0.02687775;1.400962;0.7292122;0.5976416;0.5915497;20.68724;-0.0528728837826756;22.70186;galaxy
0.1841247;20.50429;-0.3294976;2.813013;0.2711538;2.737944;-0.5748935;20.74036;-0.0899065929766307;22.26146;galaxy
0.05;21.33777;0.1288954;1.13597;0.09485674;8.077959e-6;-0.4400417;22.12101;-1.13370649263452;22.67857;galaxy
0.4200636;21.80106;0.1788592;1.786886;0.1256683;0.02139779;-0.06467864;21.22033;15.2085436023828;22.42359;galaxy
0.364951;21.17462;-0.1157187;1.790377;0.2605104;31.69354;0.05829528;22.46991;-0.166427958036111;22.445430000000002;galaxy
0.1086096;22.25146;-0.2950552;1.1180890000000001;0.7807514;0.05893857;-1.114409;21.45996;13.6475898388331;22.69352;galaxy
0.05;22.00086;0.2218281;1.006998;0.3077344;0.733285;0.2403828;22.16537;-0.249892132101148;22.72643;galaxy
0.6496761;20.53596;0.1053534;4.033739;0.5678629;0.197106;-0.02448871;20.90919;-0.023007893479983;21.96608;galaxy
0.05;21.29384;-0.04237438;1.318176;0.27095;0.3794103;-0.08036109;21.0074;-0.912889899418407;22.19236;galaxy
0.6670772;20.71083;0.06008353;1.640482;0.1305807;1.136437;-0.510594;20.77114;-0.407320460774385;22.58434;galaxy
0.05;22.14773;0.07575622;1.159938;0.6498374;0;-0.06961204;21.10262;-0.861970835129658;22.61437;galaxy
0.05;21.79693;1.394274;1.294383;0.3000666;0.03449651;-0.186685;20.96509;-0.387746239898774;22.66282;galaxy
0.05;20.65301;-0.283818;4.344787;0.1319742;59.3264;-0.03275711;21.18697;-0.799168857320444;22.05948;galaxy
0.1614979;20.62797;-0.1414948;1.548446;0.9673565;6.686993e-4;-0.7567253;20.48869;-0.079223280004669;22.5155;galaxy
0.06222633;20.83713;0.0291923;1.551792;0.7226;1.617467;-0.03868213;20.25446;-0.575234109593591;22.24319;galaxy
0.2271259;22.86148;0.3463273;0.6130593;0.09870686;0.8017754;0.4574732;22.26638;0.235184063146091;23.14647;galaxy
0.05;20.88008;0.3462044;2.191317;0.649927;41.74074;-0.3834105;20.66927;-0.495075793011903;21.66164;galaxy
0.06704816;22.04084;0.126447;1.578535;0.4948665;15.92089;0.006132403;22.76359;0.758084813131323;22.65373;galaxy
0.4769809;19.63235;0.1322337;8.021844;0.2786022;3.997673;0.1209078;19.96811;-0.516100080481962;21.00111;galaxy
0.2502033;20.65636;-0.1276787;2.68819;0.4558929;0.001020387;-0.06853286;20.26156;0.696708965927847;21.73846;galaxy
0.5434297;22.64937;0.04235748;0.9157358;0.05;4.247961;-0.638245;21.7529;-0.534460221636694;22.78881;galaxy
0.7968712;20.41998;0.02371726;3.196281;0.7498806;4.501041;0.1488107;20.15269;15.3717590487445;21.40142;galaxy
0.1056925;22.79083;-0.2247903;1.059391;0.1073028;1.136774;0.08214999;23.24028;-0.533757223937545;22.71548;galaxy
0.09999196;22.38114;0.06962562;1.272603;0.2846167;0.01141821;-0.230407;22.23318;-0.378807258573627;22.53846;galaxy
0.05;21.74741;-0.2578538;1.281607;0.07362603;2.3071990000000002;0.1582909;21.37972;0.292278192491193;22.71403;galaxy
0.05;21.99908;0.01899044;2.684622;0.05;6.592831;0.372121;22.77868;-1.02343879108295;21.82722;galaxy
0.6795655;18.22147;-0.01477247;31.38681;0.7763106;21.61512;0.03670192;18.5981;0.724356552121952;19.50247;galaxy
0.4494906;19.77195;-0.05867503;5.996522;0.8361131;0.008852354;-0.1426615;19.59914;0.198551444747941;21.02844;galaxy
0.05;20.21674;-0.03222511;2.743361;0.9998319;59.21962;-0.3627519;20.49522;0.505846185673972;21.9864;galaxy
0.2662343;21.5361;-0.002780616;2.470701;0.4443081;2.197392;-0.03482682;22.0487;-0.490011772971565;22.41886;galaxy
0.05;22.36705;-0.3247576;1.810592;0.05;4.247086;-0.400723;22.8778;0.683560928673139;22.64498;galaxy
0.5538186;18.95933;-0.02593908;17.72755;0.6514401;2.889372;-0.03379635;18.98202;13.1611470635849;19.70978;galaxy
0.8796204;18.11249;0.0165771;35.6764;0.9627517;2.896352;0.0634982;18.67901;-0.0257481447602348;19.56489;galaxy
0.05;21.27104;-0.02570572;2.375453;0.05;19.76337;0.04472223;21.23837;1.09378466606365;21.63976;galaxy
0.09603965;21.53467;0.05711496;1.901056;0.07800574;24.64783;0.9581811;21.52671;0.83545043875729;22.44851;galaxy
0.1172963;20.67731;0.0478956;3.002892;0.3379747;0.003389454;3.655456e-5;20.99791;15.4696475972893;22.2374;galaxy
0.1173131;20.14507;0.06439666;3.428416;0.2982884;25.38887;0.3250648;20.327;-7.83881684487047;21.79023;galaxy
0.05;21.00148;0.2563383;2.60239;0.3534562;1.985219;-0.251325;21.11541;1.09449669914889;22.48499;galaxy
0.05;22.00702;0.08242835;1.352588;0.05;19.77581;0.4496519;21.79396;-1.14990820613915;22.529;galaxy
0.05;20.54798;0.1039288;3.550306;0.05;0.01503688;-0.4630249;20.46753;1.037434539272;21.56314;galaxy
0.1191326;20.87302;0.06272261;2.420023;0.5999864;24.78465;-0.04651088;20.97206;0.873240664071414;22.07928;galaxy
0.05314458;21.15639;0.06267619;2.785786;0.1568444;50.53871;0.8555893;21.91703;0.771419281239541;22.27686;galaxy
0.1065002;21.78793;-0.04639386;1.186295;0.05;1.796221;0.08172671;23.04565;-0.250110204750742;22.26339;galaxy
0.2963606;20.92895;0.1324983;3.530547;0.4999055;4.248519;-0.03496099;21.97132;0.144438229759682;22.4144;galaxy
0.5212741;18.98732;0.04942752;13.9097;0.4691526;37.51816;0.01475268;19.09928;0.607988595964988;20.20905;galaxy
0.4999823;18.98157;0.08756103;16.26491;0.3078114;0.6867714;0.1019256;19.02714;0.637778210918434;19.88437;galaxy
0.1396315;22.76405;0.05789158;1.012994;0.2937171;0.587842;-0.2762166;22.02331;0.0847593551642198;22.81065;galaxy
0.2999626;20.09326;0.2031893;6.769946;0.3514748;2.197504;0.2090707;20.74532;-0.017575332735403;21.52284;galaxy
0.2500359;21.20612;0.1611764;2.332385;0.5761863;1.520497e-4;-0.1834463;21.65322;0.206716256410397;22.52337;galaxy
0.05;21.48347;0.00212953;1.519349;0.05;8.215468;0.1389275;22.02467;0.674780862943002;22.63824;galaxy
0.6881048;20.79931;-0.02161718;2.262612;0.919584;15.87234;2.857629;20.51085;-1.21903323560851;22.19708;galaxy
0.1485433;18.91576;-0.115129;16.55678;0.3652981;19.80268;-0.1627598;17.70269;68.9210562453754;19.63914;galaxy
0.05559402;22.29207;-0.01875143;1.504284;0.05;0.3041258;-0.1062535;22.45926;1.16788781949671;22.12662;galaxy
0.5762519;19.56885;-0.07988391;8.385489;0.7330647;4.858334;-0.04478565;19.9724;0.584067753654762;20.85799;galaxy
0.09499386;20.85246;-0.01141705;1.925968;0.4032329;0.01295458;-0.4814739;21.39142;0.25126216012349;22.46872;galaxy
0.4462404;21.9214;0.2092731;1.463258;0.3860819;1.38718;-0.08170155;21.99586;-0.182589070400568;22.52514;galaxy
0.05;21.64448;0.04061531;1.334842;0.6024846;0.002235124;0.03805603;21.97679;-0.0036060710749284;22.24499;galaxy
0.3191137;20.93923;0.03947525;2.238774;0.05;8.224389;-0.413293;21.06101;-1.01881216253287;22.10406;galaxy
0.1124246;21.29966;-0.4844855;2.374915;0.2569601;6.379787;-0.1245581;21.54527;0.55547687613617;22.08271;galaxy
0.0911332;24.3752;-0.1797148;4.595004;0.05165842;0.001498148;0.2589071;20.1276;51.518092166136;21.03119;galaxy
0.05;21.39968;0.001959842;2.495603;0.9996902;0.007820676;0.005799715;22.24747;1.01419972981626;21.6356;galaxy
0.1572316;21.10401;0.07032642;2.555257;0.05003389;4.250879;-0.01732161;21.37912;-5.47249524461635;21.64697;galaxy
0.05;22.14958;0.006209265;0.9580395;0.09988858;0.9127504;0.1156843;21.66414;-0.0270138800082033;22.71961;galaxy
0.239398;20.91508;0.08089337;2.451442;0.4138032;0.003052472;0.1773484;21.45158;-0.0015357305064229;21.7079;galaxy
0.05;20.43655;-0.06033295;5.2829;0.8278665;0.4879403;-0.1893907;20.53473;-0.734539868198814;21.37953;galaxy
0.5105863;19.35494;-0.1306011;12.8049;0.5541535;2.606143;-0.1777917;19.95673;-0.542550551090514;20.6251;galaxy
0.2571244;20.70953;-0.3280706;4.291062;0.8945321;1.356695e-5;0.2231488;21.24881;-0.557772000946542;22.20461;galaxy
0.05;21.58336;0.04293693;1.554673;0.05;11.96814;0.764497;22.06694;-0.594266289660889;22.70284;galaxy
0.05;21.84301;0.06936312;1.454156;0.4498972;1.765675;0.1286867;21.29348;1.06153294561955;22.46127;galaxy
0.9996102;21.89764;0.2119943;1.037407;0.05;3.056316;-0.348226;23.25614;1.05226119619089;22.5668;galaxy
0.6966571;18.2519;0.01727558;32.90118;0.8315137;59.33478;0.05439109;18.63209;-0.706384642901474;19.46939;galaxy
0.05;19.6599;-0.004129963;10.25348;0.9510763;0.3789371;0.0332007;19.95772;-0.595528889864073;20.3902;galaxy
0.1959693;21.53437;-0.008641156;1.508561;0.05;0.0568206;-0.1107586;21.52494;1.13865741456422;22.31714;galaxy
0.2877424;19.98604;-0.04934776;6.546205;0.7858605;2.469618;0.06437001;19.85777;-7.77494420014854;21.00266;galaxy
0.5395783;19.76028;-0.1571798;9.41952;0.5310678;1.427108;-0.14479;20.75345;14.978015953063;21.17701;galaxy
0.05;21.67761;-0.2949428;1.153915;0.06956042;6.33784e-4;11.85342;21.27063;0.384154716176523;22.72711;galaxy
0.636034;18.91135;0.02057162;15.6487;0.5637162;7.525617;0.03224931;19.19744;-1.03845159576918;20.22122;galaxy
0.08249445;21.84058;-0.04849938;1.134326;0.5893096;3.856405e-4;-1.234698;23.09139;-0.186183368044798;22.76265;galaxy
0.5611281;22.99684;-0.08913219;1.43826;0.05;0.9202817;0.8256626;22.72759;15.4981564589248;22.39219;galaxy
0.05;21.77523;2.578318;1.026057;0.4893704;3.518412;-0.0103009;22.25066;-0.617212730535662;22.94031;galaxy
0.07634621;21.56314;0.1134596;2.729607;0.1982718;1.058592;-0.1027515;21.40662;1.00726591540497;21.63473;galaxy
0.05;21.0122;-0.04829182;2.525136;0.05;2.851552;-0.03182253;21.09271;0.825430108417959;21.69442;galaxy
0.05;21.68964;0.0355241;1.8198;0.2614877;21.10372;0.1323382;21.14773;-1.14560900108687;21.84118;galaxy
0.4497616;19.46882;0.004733787;11.07522;0.7415522;2.439081;0.01013516;20.05037;14.9837129115771;20.58343;galaxy
0.09999891;21.68117;0.02030149;1.327803;0.4133027;1.046;0.7962241;21.83002;14.1627094648962;22.36867;galaxy
0.05;22.02156;0.05013214;1.075125;0.2502424;0.003735049;-0.5015697;20.95416;0.346466069616885;22.59828;galaxy
0.6456596;19.11933;-0.008330668;12.78813;0.8493338;1.764835;-0.07748797;19.45787;-6.02899698646231;20.45884;galaxy
0.3180469;19.81676;-0.2132955;7.444532;0.6187643;2.251925;2.151563;19.86484;0.290796645700561;21.06069;galaxy
0.05;20.88971;0.04623719;3.764751;0.09620948;8.743576;-0.4143012;20.74834;-4.96072257396666;21.61755;galaxy
0.3225583;18.99143;0.007025848;18.95313;0.5932562;2.248522;0.03291489;20.44933;-0.582085988712675;20.66986;galaxy
0.3465509;20.67749;-0.1012769;2.879776;0.982186;0.1185584;-0.05958166;20.56586;1.32990575140033;21.33804;galaxy
0.7639299;20.51647;0.08486322;3.923748;0.3499528;3.023936;0.1781303;21.47168;0.0619952376697023;21.65216;galaxy
0.4513665;20.85363;0.05752091;2.229041;0.3084628;2.523623;0.130721;21.11287;-0.55032002074477;22.27187;galaxy
0.05;20.34703;0.05849157;3.85235;0.5621018;15.88734;-0.1467374;20.15868;-5.99462048596138;21.27146;galaxy
0.2606281;21.03943;-0.04763857;1.535487;0.4600175;0.004388792;0.05897062;21.38289;-0.52937795555888;22.59054;galaxy
0.1194292;20.95731;-0.2079067;2.936978;0.5380682;2.563497;-0.0568821;20.56532;0.783356082957469;21.814330000000002;galaxy
0.05;20.47951;-0.02898635;3.752284;0.5657627;0.1995003;0.05637197;20.43906;-0.416088345174712;21.06445;galaxy
0.05;21.26746;-0.005115162;2.189901;0.9998046;4.248559;-0.07630704;22.23405;0.292259250907053;21.94918;galaxy
0.7293168;20.01182;0.02920038;3.390063;0.3061191;59.31264;0.3170818;20.46005;0.234221885934299;22.25239;galaxy
0.2499844;21.08415;0.005422765;2.909629;0.3946636;0.3788654;-0.01924411;21.43738;15.0984991580467;21.75171;galaxy
0.07068535;21.14487;0.05532154;2.203764;0.4312587;3.75208;0.1153801;21.24972;0.105594919472986;22.42743;galaxy
0.05;22.95494;-0.03240237;1.352245;0.05;0.03568813;-0.2144062;23.056;0.774936603926699;22.72228;galaxy
0.05;22.14989;-0.1201734;1.444746;0.05068786;2.020542;-0.0608394;21.47024;0.37752457599113;22.12087;galaxy
0.05;21.26665;0.01405415;2.35538;0.4538071;1.416207;-0.04293052;22.45124;-1.20424334229344;22.14682;galaxy
0.4779925;21.83414;0.06321289;1.414946;0.09577368;2.40569;-0.3229102;22.02972;0.128597836784082;22.8479;galaxy
0.05;20.92024;0.07676104;2.077012;0.5261714;1.966508;-0.2189243;20.69233;-0.29742155988339;22.33341;galaxy
0.4602468;20.29945;-0.383476;4.11394;0.3888363;5.584215;-0.6834639;20.63286;0.713089442204014;21.80981;galaxy
0.5857721;17.1783;-0.01526041;82.02711;0.614271;2.355298;-0.02191486;17.9201;1.04701863650714;18.97855;galaxy
0.05;21.10654;-0.03233802;1.366822;0.7497028;0.1942603;-1.231766;21.12267;-0.39300937160121;22.77671;galaxy
0.05;21.65537;-0.1454979;1.629646;0.2636571;0.8734077;-0.1063895;21.82683;0.803367690895877;22.25296;galaxy
0.05;20.53584;0.222554;3.672545;0.1429815;1.135219;0.2625749;20.92001;0.0222100912081517;22.06347;galaxy
0.05573095;22.29511;-0.1298833;1.601699;0.1499742;3.627592;-0.8457358;22.38726;0.813119170638765;22.46142;galaxy
0.05;20.43987;-0.12947;4.495705;0.4290803;30.69653;-0.1826319;20.53408;13.3485545142278;21.35639;galaxy
0.3352616;17.70232;0.1249397;55.09235;0.3071065;0.5529507;0.1488251;18.02867;-0.255542188768355;18.76481;galaxy
0.05;21.48084;0.0073535;1.522873;0.0883709;0.5721267;0.01132673;22.23715;0.0416026891716977;22.20552;galaxy
0.05;20.31772;-0.0989271;4.39304;0.9478801;0.5880169;0.04200746;20.49461;0.825894396298934;21.37901;galaxy
0.05;21.70856;0.09650456;1.591254;0.05;0.6275395;0.02467532;21.46759;0.0118797925818407;22.13736;galaxy
0.6874571;19.51356;-0.05868552;11.35673;0.8774033;1.41586;-0.0157696;20.27927;15.6989382263754;20.80212;galaxy
0.9996849;20.13529;-0.008063298;5.810632;0.9222144;2.705069;-0.05036417;19.97656;-0.288492904534011;21.04603;galaxy
0.2590052;18.74069;-0.1431032;16.21051;0.2615978;0.3647323;-0.1166009;19.83153;-0.36491224920761;21.0321;galaxy
0.699068;20.47245;-0.08352602;4.093433;0.8242528;25.0569;-0.1498534;20.13503;-0.627509957600104;21.0922;galaxy
0.817045;18.11281;0.08366832;30.16133;0.8999816;0.00333723;0.02086063;18.72144;50.4999005174706;19.1764;galaxy
0.1989624;20.43147;-0.1458825;2.851966;0.5179181;0.001041564;0.2250687;21.17904;-4.49716667061621;22.13511;galaxy
0.1998907;20.85811;-0.1113955;2.003185;0.9996614;5.293358;-0.4159364;20.87111;15.4661025114379;22.16999;galaxy
