expAB_z;i;q_r;modelFlux_r;expAB_i;expRad_u;q_g;psfMag_z;dec;psfMag_r;type
0.05;21.12403;-0.2644493;1.586586;0.5140563;0.02888493;-0.5564766;20.63118;-0.0293250245852752;22.37365;galaxy
0.1080825;21.47915;0.2999676;1.992496;0.05;15.82209;0.4260334;21.00491;14.5283869128712;22.23363;galaxy
0.7613721;19.58791;0.003976337;7.144992;0.9198934;12.29597;-0.1436852;19.64945;-0.212608871118382;20.91573;galaxy
0.05;21.7387;-0.09654287;1.196798;0.7527112;2.014389e-4;-0.176925;21.32003;0.861839967699189;22.74656;galaxy
0.1363312;21.3699;-0.05232797;1.574627;0.7531316;19.97994;0.1359832;21.57399;-0.636919584550639;22.43985;galaxy
0.5999878;19.29877;0.04121145;10.61377;0.7334809;5.288945;0.06992234;20.02966;0.250772325025688;20.86943;galaxy
0.3207764;20.89366;0.2830034;2.600334;0.2110552;0.04291621;0.03655256;21.11271;-0.383075532552782;22.59892;galaxy
0.2162842;19.81156;-0.1540149;4.9658620000000004;0.5183676;3.068607e-4;-0.2135597;19.58966;1.22576260212386;21.22968;galaxy
0.2843261;20.58712;-0.2358256;3.310357;0.4364465;8.21045;0.1872279;20.63439;-0.0069057824426252;21.9146;galaxy
0.249589;21.68901;-0.01026803;1.563618;0.09998859;4.247077;-0.1068324;21.43001;0.744863985150366;22.38144;galaxy
0.1327703;21.356;0.07129897;1.557579;0.5286679;0.4611173;-0.3561651;21.3921;-0.0575061482751994;22.82319;galaxy
0.2501982;21.7709;0.2327343;1.553353;0.349934;27.64108;0.1313716;22.8134;-0.498784498821072;22.42292;galaxy
0.1828996;23.05035;0.09786493;1.267684;0.05;0.7325637;-0.4188371;21.29675;-0.0030432614027389;22.8138;galaxy
0.9446462;20.32331;-0.06181761;2.709817;0.5513565;12.74654;-0.001344151;20.38608;0.896997738424037;21.86879;galaxy
0.3425615;19.08019;-0.565594;12.14171;0.2094013;10.42852;-0.410714;19.93206;-0.208289874626741;21.32918;galaxy
0.05;21.17833;-0.09759136;1.373538;0.05;7.881948;0.01136883;20.69573;-0.906901692007343;22.41125;galaxy
0.6671906;18.57589;-0.02665482;23.67235;0.8945081;2.407822;-0.03176998;19.03992;0.153866976185476;19.80382;galaxy
0.0928459;20.04367;-0.03518475;6.990378;0.9998408;0.8065904;-0.0426258;20.01217;-0.0415406148222647;20.5529;galaxy
0.3499932;21.35208;0.03885914;2.159966;0.1215565;1.326423;-0.3347998;21.86196;13.3656718322646;21.78727;galaxy
0.05;21.68842;0.008407;1.771711;0.9914973;1.600815;0.06568035;22.14612;1.09986873067825;22.61115;galaxy
0.2738824;25.38559;0.01855204;3.802892;0.05363113;1.137198;2.749869;20.86909;74.5902111568598;21.28127;galaxy
0.0840432;21.41128;0.8939283;2.130633;0.3926619;30.69132;1.299564;22.3367;0.684477134808612;22.58849;galaxy
0.05;22.304;0.2479743;1.226781;0.05;8.011417;0.4687829;22.10603;-0.371159928050291;22.69901;galaxy
0.05039632;22.31833;0.081235570000000007;0.9470915;0.1087953;8.853636;-0.01171725;22.91578;0.42990594506582003;22.74423;galaxy
0.08150396;20.7036;-0.0654562;3.156995;0.1287211;19.81749;0.117686;21.42169;0.961558785025025;22.21246;galaxy
0.05;21.15355;-0.09115811;2.13617;0.05640101;0.575025;0.1487789;20.99797;0.664740681883581;21.87662;galaxy
0.8360769;22.08218;0.1622247;2.050218;0.07049452;0.003019712;0.5949059;21.27346;0.149463456175947;22.15004;galaxy
0.05;22.16473;0.05889365;1.157036;0.05;1.818365;-0.3094485;22.24715;1.0835029525197;22.61759;galaxy
0.05;20.61353;-0.003074385;3.020821;0.6879715;5.718393e-4;-0.2289796;20.76389;14.4063771674355;21.78019;galaxy
0.689137;19.68703;0.007974257;7.750998;0.3524138;4.249125;0.04590335;19.43067;-0.942261167792614;20.47047;galaxy
0.0778797;20.8488;-4.220613e-4;3.619967;0.5620307;37.4707;0.02975879;20.65909;0.599459597272704;21.35279;galaxy
0.05;21.27166;0.2843512;1.583244;0.05;2.737311;-0.4863931;20.98855;-0.567943132588108;22.61845;galaxy
0.05;21.69007;0.09568468;1.71122;0.2161599;0.6030228;0.03742651;21.61497;-0.2333033560471;22.45115;galaxy
0.05;23.0843;-0.2015735;1.028455;0.05;4.348547;0.05917014;22.31935;0.60685266022473;22.70682;galaxy
0.5336616;20.75299;-0.05278829;3.281855;0.810728;0.003417186;0.02927612;20.8288;-0.897011220771869;21.63391;galaxy
0.09999385;22.28944;0.2244036;1.234342;0.1262489;2.778999e-5;-0.2198132;21.99741;0.109143378502549;22.75867;galaxy
0.05;20.65017;0.08214644;2.688372;0.34230120000000003;0.03837129;-0.05175778;20.40562;13.1868053392763;21.51606;galaxy
0.09989682;20.78791;-0.04644061;3.26024;0.4999886;1.165642;0.0750604;20.87778;-0.429338419434173;21.7272;galaxy
0.05;21.98966;0.3865355;0.9723922;0.05;0.001967974;0.3328623;22.77215;-0.490958285258452;22.69907;galaxy
0.06317613;20.35583;0.1994208;4.950437;0.2063384;2.737503;0.001391829;20.63153;-1.13593392405126;21.34613;galaxy
0.05;21.79869;0.1063073;1.487508;0.05305177;5.291545;-0.0111082;22.31083;-0.552525463378699;22.76786;galaxy
0.2798512;20.1025;-0.0147957;6.947997;0.8001737;2.197331;-0.02828284;20.93682;-1.11652914914361;21.64711;galaxy
0.09339453;20.79267;-0.1155607;3.889727;0.4851228;15.86891;-0.03713436;21.05592;0.411625224590364;21.61321;galaxy
0.07344069;21.16178;-0.1018193;2.215867;0.6098772;0.3787223;-0.3375276;21.08378;0.710065473405798;22.14066;galaxy
0.4206096;21.83673;-0.1564027;1.019086;0.05;1.706078;-0.1807236;21.25841;0.612217282505317;22.59426;galaxy
0.4220398;21.51258;-0.05449619;1.568157;0.09859821;1.773723;-0.1281907;21.45319;0.609813637181728;22.50359;galaxy
0.05;20.51445;0.06331927;4.290126;0.4592433;2.197008;-0.2656273;20.98218;-0.177452217692549;22.09316;galaxy
0.05;21.29318;8.477746e-4;1.317;0.09645657;0.4621234;-0.05629593;20.57469;13.2881923913934;22.48177;galaxy
0.05;21.53379;-0.1339983;1.857934;0.3497217;4.110801;-0.1298743;22.15341;-0.524984533783732;22.3697;galaxy
0.05;21.74289;0.1403955;1.909786;0.5369558;8.872384;-0.003890115;21.81892;-0.0317565115799476;22.73167;galaxy
0.3999034;18.23711;-0.05247631;55.2563;0.05579951;1.230771;-0.02184709;20.86876;0.3798911868237;22.455;galaxy
0.439279;18.41898;-0.04486324;28.78459;0.4244438;0.5615774;0.009864547;18.4037;-0.949287128232584;19.18274;galaxy
0.6712458;20.29331;0.1231599;2.697052;0.7794479;6.593231;0.1492835;20.4187;-0.227609414915945;22.23844;galaxy
0.05;20.60417;-0.0779552;4.761459;0.6364921;1.415954;-0.166282;22.41057;0.0614140437837073;22.1021;galaxy
0.05;20.67075;-0.06914321;3.134543;0.5823255;3.908973e-7;-0.125787;20.59532;0.207907995947373;21.75491;galaxy
0.8460825;18.6568;0.0120772;19.2184;0.8715616;0.9125931;0.04607168;19.05074;-0.145373849861618;19.96081;galaxy
0.1276903;21.9983;0.04177129;1.103533;0.05;4.920132;-0.002874727;21.46679;0.698213355362143;22.58894;galaxy
0.2999958;21.27331;0.09646773;1.569058;0.6241276;2.881097e-4;1.265097;21.21669;-0.850964307517572;22.39412;galaxy
0.05325466;22.70651;0.1748509;0.9914054;0.05518436;0.4634194;-0.6625837;23.53294;-0.029901848714711;22.66945;galaxy
0.05;21.14585;-0.9644539;2.597709;0.4445345;2.737985;2.065995;21.90375;-0.166481268941871;22.7024;galaxy
0.5691546;19.64634;0.004348248;8.335236;0.8778011;2.127195e-6;0.07738305;19.91389;-0.0375800756948775;20.90317;galaxy
0.05;21.11508;-0.2693679;2.454243;0.3223968;4.35127;11.95823;22.30179;0.261927483953694;22.65467;galaxy
0.05355345;21.22143;-0.1191178;2.733362;0.05;0.1315339;0.2166026;20.90877;0.626118611318923;21.93512;galaxy
0.2770666;19.81002;-0.06108877;6.827541;0.6798559;2.048967;-0.06899638;19.86692;14.4627972568135;21.00256;galaxy
0.05;21.10342;0.009917175;2.670975;0.6943693;6.261941;0.1313412;21.10301;0.736163235072746;21.76818;galaxy
0.3282276;21.73763;-0.03551591;1.425909;0.1493322;1.011279;0.01312856;21.24475;-0.0020396452013369;22.24734;galaxy
0.3154817;21.41952;-0.03867892;1.309898;0.3867395;17.06837;-0.1138439;21.04745;-0.625046921032066;22.25805;galaxy
0.3843185;20.8968;-0.01015272;2.326977;0.5332637;2.911151;0.1266934;20.62214;0.61349032387555;21.68955;galaxy
0.05;22.53238;0.05426285;2.180552;0.05;0.03202676;0.5097033;22.62592;0.664625398701681;21.92265;galaxy
0.05;20.97596;-0.2298796;4.129861;0.399618;16.7132;-0.2314294;22.4164;14.6691203517281;21.70273;galaxy
0.05;21.21023;-0.05680979;1.48711;0.6069693;1.200037;-0.2588849;20.77578;-0.485920198212946;22.25607;galaxy
0.8127677;19.31373;0.02932028;11.51052;0.7627035;2.043247;-0.03664527;20.10789;0.678181481713303;21.17195;galaxy
0.05;20.21533;-0.006235055;6.697146;0.8469749;0.02939108;0.04035329;20.29182;-0.987186280038418;20.86986;galaxy
0.06630918;21.59635;-0.04860825;1.268327;0.09954774;5.297829;-0.9316245;21.46064;0.541870983853782;22.6104;galaxy
0.2499735;21.00948;-0.1484319;3.119102;0.1987825;0.4837149;-0.01747884;20.87063;0.797268155329282;21.56707;galaxy
0.05392688;20.28696;-0.145562;2.218515;0.3696688;0.008028746;-0.01856911;21.19611;15.5799767819903;22.49036;galaxy
0.702086;20.2163;0.111133;4.328988;0.4850374;3.409171;0.007646272;20.931;0.235314871440163;22.51121;galaxy
0.05252136;21.8023;0.04530081;1.438743;0.1499521;0.5016234;0.9818423;22.83236;0.287561560807984;22.88244;galaxy
0.5189374;20.37422;-0.1488421;2.582778;0.6977875;25.47277;0.1535453;20.11345;-0.507331325494786;21.97639;galaxy
0.1024537;21.80417;0.0315984;1.333125;0.07889003;0.001965995;0.002571162;21.75663;-0.441409841795452;22.60206;galaxy
0.05;20.72518;0.03073556;3.404619;0.4655236;1.415236;-0.1328931;20.90933;0.284479433697358;21.87536;galaxy
0.05;21.55834;-0.1511715;2.293973;0.05432022;2.197468;-0.1720885;21.2006;-0.973155306072718;22.07815;galaxy
0.09320764;22.24749;-0.1200303;1.978273;0.1366476;1.633832;0.179258;21.41789;0.816890341367662;22.29328;galaxy
0.05;20.79762;-0.09136303;2.582209;0.6696317;9.300852;-0.04411469;20.48056;0.875671341974137;21.76399;galaxy
0.4042093;21.28571;0.220044;2.478516;0.1248799;8.212891;0.08047714;21.30647;-1.13755582382396;21.79749;galaxy
0.4249981;18.99001;-0.1708815;16.33438;0.4827747;0.9431598;-0.1844241;19.24013;13.3147888117541;19.95413;galaxy
0.0779625;21.05415;0.1717901;1.41866;0.1932712;0.4720901;0.6090202;21.23641;-0.579725593529255;22.85396;galaxy
0.2499764;21.55305;-0.1856349;1.305239;0.4001527;3.469666;-0.2876606;21.51253;0.542286327783073;22.36733;galaxy
0.05;22.38141;-0.101849;1.020655;0.05;59.3411;-0.03388169;21.89384;0.837097593359566;22.73184;galaxy
0.6387419;20.03623;0.04710389;5.307576;0.5077122;6.039969e-4;0.1235267;19.85845;-6.5428027117572;21.13964;galaxy
0.2561694;20.13955;0.07982475;4.072744;0.4663152;4.51531;0.04417529;20.1308;0.572607771788496;21.42314;galaxy
0.1999994;20.51494;-0.002803202;4.133239;0.4636423;1.137356;0.01132634;20.59234;0.926203361214695;21.36151;galaxy
0.05;21.69518;0.1430202;0.7763372;0.6001269;0.007546511;1.792088;21.3094;-0.758265175700482;22.85603;galaxy
0.05;21.68539;0.2112658;1.482849;0.1497419;12.70017;0.2840763;20.84116;-0.330995200331335;22.70317;galaxy
0.05;21.03827;-0.0938929;2.540633;0.09387324;1.416073;-0.09308848;21.15607;1.15644062614558;21.77651;galaxy
0.05;21.26678;-0.2903262;2.188275;0.05;12.75275;0.196367;21.8379;-8.04242187591038;22.0474;galaxy
0.05305945;24.12798;0.1134423;0.849229;0.05;1.396253e-4;-0.5734303;23.47047;0.800113082554275;22.85697;galaxy
0.05288234;21.64238;0.1625992;1.615905;0.2863612;0.05871822;-0.3212384;21.38491;0.675509792945537;22.29938;galaxy
0.4999236;20.43902;-0.04461063;3.117772;0.3735728;4.248098;0.1531815;20.44;-0.169327569297067;21.97236;galaxy
0.05;21.53727;-0.1760853;1.767095;0.05;0.02605291;0.5832652;21.09779;-0.479137348568927;22.16164;galaxy
0.05;21.12775;0.0787565;1.304894;0.9999433;15.87679;-0.5661284;20.65721;0.372960362632402;22.28909;galaxy
0.5498289;19.36567;-0.01115288;10.89075;0.5182441;2.199163;0.03265337;19.1178;-0.838520894398826;20.13173;galaxy
0.05;22.17245;0.05373934;1.23845;0.05;0.04446891;0.01350752;21.03082;1.07400361897671;22.25938;galaxy
0.08272956;20.99678;-0.09800788;2.306714;0.05;19.79642;-0.1030187;20.86457;-8.05213141251571;22.11912;galaxy
0.7833109;21.41644;-0.02461316;1.411455;0.05;5.291847;-0.07080524;21.26187;-0.531804415869867;22.53189;galaxy
0.05;20.57628;-0.0502576;4.189372;0.2450891;4.996887;-0.04470453;21.231;-4.5436071801817;21.24559;galaxy
0.5497455;19.93213;-0.1114018;2.95093;0.7678874;4.248115;-0.006642741;20.24902;1.12668707516028;21.8432;galaxy
0.05;22.02736;-0.09444577;1.705178;0.09800588;2.307658;-0.1643388;21.72301;-1.20865256037234;22.19553;galaxy
0.05;21.29224;-0.300419;1.433363;0.6261867;0.002994647;-0.52737;21.5364;12.482004686828;22.63598;galaxy
0.05;21.40797;-0.01104701;1.542051;0.2683942;1.22245;0.07371883;21.56358;0.838029806196963;22.40087;galaxy
0.1499936;21.45602;0.1739223;2.430911;0.1303069;12.28852;0.166912;21.18232;0.305897616241536;22.55071;galaxy
0.2157851;19.62741;0.1866944;9.013926;0.2436818;3.360945e-4;0.2001687;19.4845;0.239468057762526;20.65989;galaxy
0.09187936;21.16096;-0.00782866;2.439294;0.5151277;1.042869;0.1373028;21.44282;14.4679823544331;21.91901;galaxy
0.05;22.39534;0.05788464;0.7484999;0.5155609;30.68514;-0.01879124;22.46635;0.233717260467625;22.7766;galaxy
0.4132957;21.44492;-0.05553208;1.717351;0.05;2.045996;0.1876064;20.90547;13.890793464301;22.28646;galaxy
0.05;20.61967;-0.4249106;5.660128;0.5999957;10.23028;-0.3861004;22.51662;-0.651739565567027;22.03692;galaxy
0.06704039;20.48408;-0.02954503;1.936799;0.5137346;12.74851;-0.9605862;20.41366;0.179116135978517;22.07347;galaxy
0.05;21.87794;-0.02793529;1.320953;0.0938455;1.146252;-0.1574322;21.87749;-0.231822159166172;22.62107;galaxy
0.2488145;21.03011;0.1003739;2.041835;0.7004042;1.373936;-0.03004878;21.02845;0.347348529977454;22.05774;galaxy
0.05;20.98042;0.168924;1.546622;0.4671722;16.65854;-0.4409212;20.65769;0.394825179386784;22.11869;galaxy
0.6586321;19.2559;-0.03310263;16.05606;0.9099522;1.168972;-0.03473825;20.102;-0.441974207363121;20.38183;galaxy
0.126897;19.66615;-0.01526769;9.20955;0.5149459;1.416347;0.02416441;19.62495;13.0220254006674;20.59817;galaxy
0.3521585;19.46694;0.075004;9.877566;0.4785934;3.733596;0.08525504;19.60461;13.0149716003108;20.52372;galaxy
0.2277237;20.77549;0.04615836;1.891312;0.9997374;4.382007;0.1085154;21.21765;-0.127630155792967;22.06374;galaxy
0.5503755;21.3913;0.5186812;1.260241;0.4576302;0.003953358;-0.07788151;21.65457;0.801348235103163;22.8526;galaxy
0.05;21.14699;-0.2339439;1.682857;0.05;0.2961519;0.03788698;20.65421;-0.327782763916712;22.12025;galaxy
0.05;21.31741;0.009233033;2.46892;0.05;2.735936;-0.03153404;21.14664;0.706371447581328;21.84114;galaxy
0.05;22.42712;-0.03977709;0.9198104;0.05;1.355995;0.0392253;22.20362;0.709840938720405;22.78306;galaxy
0.6895234;21.91121;-0.1092454;1.254686;0.150223;0.02994954;-0.6254759;20.80598;-7.28189860504847;22.49559;galaxy
0.05;20.6225;0.003420929;3.847937;0.5655557;5.116725;0.08529087;21.37603;0.18640545195807;22.16791;galaxy
0.2997888;18.519;0.05618902;27.77313;0.3226337;0.810115;0.08316529;18.62535;-0.559793941375371;19.28892;galaxy
0.07978772;21.9577;-0.1908896;1.317711;0.09089513;0.2451414;0.2693645;21.61106;0.986936773149405;22.28573;galaxy
0.05;21.39399;0.04932016;1.53085;0.3812701;2.768206e-5;0.1645017;21.18397;-0.451596481219585;22.22219;galaxy
0.05;21.95102;-1.058;1.454243;0.05647714;9.368402;-0.589131;21.45727;-0.858498417963321;22.70614;galaxy
0.3096532;19.80175;0.2337136;9.933928;0.2202577;1.764317;0.362123;22.11187;0.893235299198443;22.6953;galaxy
0.05;23.27082;0.1728997;1.032589;0.05;1.416127;2.132881;22.32007;0.614710516085929;22.6217;galaxy
0.05;22.13894;0.1792102;1.673374;0.8266059;0.002146714;0.206295;22.50504;0.25707298584853;22.75655;galaxy
0.05;20.31259;0.6510208;3.564645;0.2308614;0.2406563;-7.466433;21.29719;0.752804114402923;22.4261;galaxy
0.07132482;20.95928;0.02272207;2.483979;0.2556309;0.003231526;-0.004323266;21.28215;-0.797087304379767;21.62319;galaxy
0.05;22.24078;0.03978416;1.305719;0.4715345;8.208922;-0.1174051;21.73095;-1.00059637668211;22.55998;galaxy
0.1311294;22.33184;-0.09049944;1.262614;0.05;1.415661;-0.01270426;22.01314;0.379724799572499;22.58583;galaxy
0.2635808;20.31313;-0.442039;3.456319;0.4945816;24.63848;-5.556498;21.69791;1.32572391834225;22.13551;galaxy
0.05;21.63595;-0.05158441;1.799266;0.1498227;0.9126374;0.1362001;21.3793;0.0899820454307004;21.96117;galaxy
0.05;20.96422;0.07070351;2.123799;0.4779313;0.01105855;0.2099041;22.03201;14.073212478726;22.31519;galaxy
0.05624165;19.85041;0.06379967;7.024183;0.5630587;8.216753;0.07064769;19.70951;3.81288779277066;20.71106;galaxy
0.05;21.42133;0.08482428;1.615249;0.9978983;5.296858e-4;0.2702507;21.8906;-6.93404974689787;22.09254;galaxy
0.05;20.89483;0.01353013;1.757228;0.05174517;6.372626;0.04137652;21.04726;13.5675702263438;22.05084;galaxy
0.05;21.80698;0.1731563;1.201142;0.09889578;1.883755;-0.0970061;21.32324;0.335676207374109;22.59717;galaxy
0.3230253;22.10491;0.5451539;1.875861;0.2999407;8.203709;0.6095989;21.05583;-1.11765061242095;22.50437;galaxy
0.05;22.04147;-0.002962243;1.425519;0.4638733;0.0383949;0.08903107;21.67751;-0.0124364475233258;22.14118;galaxy
0.05;22.11368;-0.08153814;2.111642;0.7998977;47.63004;-0.5790126;21.9053;-1.01065799906007;22.49325;galaxy
0.1503315;20.92826;0.1334379;3.826845;0.69996;7.029338e-4;0.9539201;21.39787;0.816388126207084;22.01911;galaxy
0.05;20.71628;0.00982179;2.192305;0.1821981;2.556281;-0.3728602;21.2484;0.349914274751902;22.34298;galaxy
0.06762854;22.20597;-0.2103583;1.163264;0.05;5.292806;0.3338687;22.98904;15.1593252057816;22.47627;galaxy
0.2332606;20.9604;-0.06273929;2.432297;0.8337586;4.248594;-0.3523458;20.36209;0.768816637610812;21.68145;galaxy
0.05;22.08688;-0.191976;0.99145;0.05;1.869271;-0.1181016;22.40111;-0.589791267757243;22.74058;galaxy
0.05;20.49512;-0.1118065;14.10439;0.3201496;7.014953e-4;-32.61799;18.86943;71.7544308088823;19.70284;galaxy
0.05;20.39514;-0.07111126;3.500855;0.228;19.78009;-0.1635315;20.69538;0.639874623771394;21.82763;galaxy
0.05;21.29682;0.0479143;1.886138;0.05;0.3794977;0.1995897;21.95926;14.6259745247647;22.14855;galaxy
0.05;20.63841;-0.02428375;3.180783;0.4491743;2.198236;0.1055499;20.85564;-0.992550385421838;21.99697;galaxy
0.05;20.9693;0.1345879;3.736421;0.05;0.5932466;-0.04073297;21.09238;0.922921627269097;21.87798;galaxy
0.05;22.55796;0.01380868;0.9826676;0.1000508;1.185148;0.05558737;21.93107;-0.0916202460945429;22.75965;galaxy
0.05;20.39697;0.1185255;3.201023;0.1839664;26.67232;0.8949118;20.26506;0.975223367810573;21.91802;galaxy
0.4951578;19.81649;0.2782531;8.89147;0.221289;1.931953;0.3771551;20.53071;-0.961768305777995;20.84584;galaxy
0.05;21.55365;0.0704828;0.9042025;0.4853336;2.401484;0.04834225;22.09976;0.680454947247022;22.8291;galaxy
0.05;22.01341;0.07680809;1.852368;0.3999953;1.129859;0.04875488;22.41615;0.231869783404311;22.39076;galaxy
0.3367237;18.97373;-0.2944472;15.52466;0.3333439;6.592145;-0.3094339;19.66794;-0.614144052886611;20.92445;galaxy
0.05;20.49284;-0.02900792;3.0312770000000002;0.5738328;1.139618e-4;0.5766173;21.04907;-0.96385206884397;21.83024;galaxy
0.1499584;21.31376;0.1859571;2.014251;0.5097458;9.15515;-0.1003214;21.38538;0.260059994277732;22.65549;galaxy
0.2138942;21.61056;-0.1257639;1.41011;0.05;0.6617751;-0.2626351;21.55118;0.316499562697549;22.76283;galaxy
0.9208195;19.36696;0.007429763;11.35858;0.7109983;1.749404;-0.007016476;19.92575;-0.406621787457405;20.73621;galaxy
0.06977444;20.66521;-0.004486971;3.055163;0.7651312;30.81509;0.1055247;20.33249;-5.37073154014375;21.38104;galaxy
0.3111965;18.55338;-0.05019629;21.49185;0.3165218;9.783855;-0.06817045;18.93207;0.167511127964799;20.08136;galaxy
0.05;20.25071;-0.04608375;4.242457;0.5079519;5.454883;0.02167811;20.26407;0.132664869334563;21.58327;galaxy
0.07786833;20.98209;-0.02371043;2.64487;0.4577585;0.05581899;-0.09379734;20.75144;0.136876732534575;21.52416;galaxy
0.05;23.0292;-0.09895403;0.8127676;0.05;2.197614;-0.03136018;22.87988;-0.343468616561781;22.84825;galaxy
0.05;21.37628;0.1321054;1.534321;0.1877687;0.1687322;-0.1112415;22.42369;0.269296441375704;22.56103;galaxy
0.05864402;21.04115;0.4621239;1.693859;0.08603849;0.01848482;0.4137785;20.94059;-0.99337213261557;22.59374;galaxy
0.09250797;20.97426;-0.02825852;2.83429;0.799998;0.3788386;0.2152606;21.34442;-0.813897699556721;22.38324;galaxy
0.9972454;21.71539;0.315898;2.123159;0.7999577;3.294738;-0.3411479;22.60844;0.781585464013209;22.62772;galaxy
0.05;21.14212;-0.009656177;1.918531;0.4598229;8.215307;-0.1975776;20.83589;1.09748902851171;22.34362;galaxy
0.8445752;19.64034;-0.09479272;7.82052;0.9806155;12.74552;-0.04632014;19.44392;1.4123862409871;20.6519;galaxy
0.5275508;21.89717;-0.6786468;1.740469;0.05;0.01790786;1.06728;22.31844;0.176747389578971;22.79795;galaxy
0.05;21.35539;-0.1630199;2.041094;0.2802852;59.33319;-0.2770343;21.66883;-0.547986588467914;22.22978;galaxy
0.05;21.81949;0.8837035;2.86973;0.08042369;19.78112;-0.1997221;22.75103;-0.0515511328175775;22.69229;galaxy
0.9998931;20.725;-0.05148892;1.739857;0.4446561;2.629074e-4;-0.02526885;20.8201;0.645679378327622;22.10968;galaxy
0.1970633;21.72988;0.01693894;0.9126917;0.4467597;3.452033;-0.01628271;20.96663;0.44481134208371;22.64929;galaxy
0.05;21.87659;0.002082655;1.264506;0.05;1.965375;-0.05226137;21.48015;-0.939457433154465;22.18268;galaxy
0.1019687;19.10572;0.1593285;15.59237;0.3189764;0.861876;0.2148273;19.66901;0.333657516928704;20.03765;galaxy
0.3393989;19.06875;-0.1551261;14.55465;0.3176691;1.292881;-0.2090246;18.9821;0.0337852633746168;19.98521;galaxy
0.05;21.16716;-0.09568121;1.780304;0.4070595;6.997002;-0.3538303;20.80939;1.26995215478712;22.10685;galaxy
0.06648845;21.25391;0.07229398;3.3965360000000002;0.7169171;5.12146;0.120918;21.98991;12.9969260733142;22.08288;galaxy
0.2325076;21.1048;-0.04204673;2.234796;0.8338402;9.335181e-4;0.1406559;21.4181;13.8481426862046;21.92321;galaxy
0.5318696;18.19285;0.05227123;34.93576;0.4638381;1.095032;0.1131367;18.31814;-0.851650449367207;19.14875;galaxy
0.05;20.69063;0.09190182;4.2924620000000004;0.7002059;2.030123;0.2262505;21.40455;-0.73972806041617;21.98162;galaxy
0.05;21.9213;-0.1832203;1.15209;0.5103625;0.9999197;0.08689712;21.70036;-0.694241283349617;22.76866;galaxy
0.1969701;20.88534;-0.1288465;3.601663;0.9954503;0.9648131;0.02266537;20.8198;1.42689414984326;21.46574;galaxy
0.5000135;20.74414;0.0659528;2.560274;0.477231;0.006568674;0.344;20.90689;-0.513632696440395;21.89895;galaxy
0.05;20.05794;0.1252486;6.556387;0.5747951;1.473213;-0.03643899;20.14159;0.566915247966052;21.11934;galaxy
0.05;21.73741;1.057764;2.011611;0.1138525;1.726805;0.3705303;22.14085;-0.399612239694588;22.7719;galaxy
0.1473232;22.08969;0.04422219;1.22747;0.05086191;4.590704;0.01946712;21.22752;0.680181311848506;22.42639;galaxy
0.2554739;21.02987;-0.1163037;2.268388;0.6996543;1.762598;-0.008721652;22.73406;13.2993225194657;22.37751;galaxy
0.05;20.53098;-0.2010639;1.196307;0.05;0.01235905;1.084793;20.30801;0.400710509107021;22.76376;galaxy
0.05;21.39206;-0.03184931;1.868579;0.4761208;3.466968;-0.04032417;21.04782;-1.02147575871906;22.13264;galaxy
0.2000337;21.58468;0.04980308;1.51695;0.05;0.5875703;-0.1893012;21.08054;0.182720008046222;22.65705;galaxy
0.06169321;19.67005;-0.08848195;9.124842;0.9926338;1.136818;-0.05130701;19.64534;1.21715727534093;20.36393;galaxy
0.05;21.18468;-0.03376562;2.213882;0.7181751;0.03788131;0.2227958;21.54839;0.926549528345679;22.18563;galaxy
0.1137696;20.87798;-0.06786998;1.398959;0.5716504;3.410708;0.2028147;20.54051;0.817462260497439;22.27696;galaxy
0.05;20.27413;0.05825416;3.870624;0.3416542;5.292064;0.05385127;20.29643;1.24807127680364;21.49962;galaxy
0.2424656;21.36567;0.04460261;2.243927;0.05;1.158212;0.04729624;21.76266;1.21814733919386;22.29222;galaxy
0.05;21.16074;-0.1343259;2.984499;0.09952402;1.136687;-0.1859418;21.22416;15.8773918190013;21.6222;galaxy
0.05;22.1501;-0.1118603;0.8736967;0.05215513;2.738721;0.2166466;21.72535;-0.011568705552716;22.81183;galaxy
0.05;19.52996;-0.1779312;8.581161;0.3816524;2.291086;0.04564262;21.90532;0.349008377825433;22.06459;galaxy
0.1834838;20.8359;-0.02659618;1.532394;0.6239826;10.23178;-0.009973555;19.93659;0.208396842474802;22.09915;galaxy
0.3036191;21.69798;-0.04110102;1.241974;0.05;6.865888e-4;0.1335433;21.57642;-0.52044155496521;22.65487;galaxy
0.05;21.35708;-0.09972641;2.021261;0.05;4.247324;0.8111578;21.46612;-0.770579303063261;22.56049;galaxy
0.6997095;19.25556;0.08479647;10.30106;0.8933294;0.0956228;0.04653113;20.39207;0.305483781645831;21.42801;galaxy
0.05;21.95796;-0.2676953;1.587993;0.1285721;0.09009414;-0.02331273;22.70184;0.710932694221399;22.59308;galaxy
0.05;20.57881;-0.01837365;4.360097;0.1599422;15.87611;-2.142026e-5;20.3699;0.748652890531516;21.26045;galaxy
0.05;21.04821;0.128242;3.769921;0.2871538;0.7883517;0.04685892;22.54646;0.240461529144644;22.09712;galaxy
0.1077522;21.00847;-0.06134675;1.929071;0.8293725;0.5344409;-0.112851;20.39161;-7.4667280072799;22.04919;galaxy
0.3156181;18.20806;0.198462;35.65744;0.3691028;1.382542;0.2046531;18.96788;14.6876949037942;19.52427;galaxy
